  240,20160101,    1
  240,20160102,   23
  240,20160103,   99
  240,20160104,  116
  240,20160105,   16
  240,20160106,    5
  240,20160107,  135
  240,20160108,    0
  240,20160109,   -1
  240,20160110,    2
  240,20160111,   25
  240,20160112,   67
  240,20160113,   99
  240,20160114,  177
  240,20160115,    7
  240,20160116,   50
  240,20160117,   -1
  240,20160118,    0
  240,20160119,   -1
  240,20160120,    9
  240,20160121,    0
  240,20160122,   40
  240,20160123,    0
  240,20160124,   30
  240,20160125,    0
  240,20160126,   54
  240,20160127,  117
  240,20160128,   -1
  240,20160129,    1
  240,20160130,  154
  240,20160131,   47
  240,20160201,    6
  240,20160202,    0
  240,20160203,   26
  240,20160204,   23
  240,20160205,    5
  240,20160206,    0
  240,20160207,   28
  240,20160208,   92
  240,20160209,   62
  240,20160210,   49
  240,20160211,    0
  240,20160212,    2
  240,20160213,   14
  240,20160214,  157
  240,20160215,   -1
  240,20160216,    0
  240,20160217,    0
  240,20160218,   21
  240,20160219,   -1
  240,20160220,   69
  240,20160221,   58
  240,20160222,   20
  240,20160223,   11
  240,20160224,   17
  240,20160225,    8
  240,20160226,   12
  240,20160227,    0
  240,20160228,    0
  240,20160229,    0
  240,20160301,   76
  240,20160302,  133
  240,20160303,    3
  240,20160304,  100
  240,20160305,    1
  240,20160306,    9
  240,20160307,   18
  240,20160308,   12
  240,20160309,    0
  240,20160310,    0
  240,20160311,    0
  240,20160312,    0
  240,20160313,    0
  240,20160314,    0
  240,20160315,   -1
  240,20160316,    0
  240,20160317,    0
  240,20160318,   -1
  240,20160319,    0
  240,20160320,    5
  240,20160321,    4
  240,20160322,   -1
  240,20160323,    8
  240,20160324,    7
  240,20160325,   42
  240,20160326,   -1
  240,20160327,  126
  240,20160328,   22
  240,20160329,   51
  240,20160330,   -1
  240,20160331,    0
  240,20160401,    0
  240,20160402,   -1
  240,20160403,   29
  240,20160404,   74
  240,20160405,   -1
  240,20160406,   74
  240,20160407,   11
  240,20160408,   -1
  240,20160409,   -1
  240,20160410,   28
  240,20160411,   -1
  240,20160412,    6
  240,20160413,   -1
  240,20160414,    3
  240,20160415,   40
  240,20160416,   12
  240,20160417,    3
  240,20160418,   -1
  240,20160419,    0
  240,20160420,    0
  240,20160421,    0
  240,20160422,    0
  240,20160423,    8
  240,20160424,   54
  240,20160425,   72
  240,20160426,   73
  240,20160427,   27
  240,20160428,   37
  240,20160429,   85
  240,20160430,    6
  240,20160501,    0
  240,20160502,   36
  240,20160503,    7
  240,20160504,    0
  240,20160505,    0
  240,20160506,    0
  240,20160507,    0
  240,20160508,    0
  240,20160509,    0
  240,20160510,   -1
  240,20160511,   -1
  240,20160512,    0
  240,20160513,    0
  240,20160514,   11
  240,20160515,    6
  240,20160516,    6
  240,20160517,    0
  240,20160518,   52
  240,20160519,    0
  240,20160520,   12
  240,20160521,    0
  240,20160522,  132
  240,20160523,   82
  240,20160524,   -1
  240,20160525,   23
  240,20160526,    0
  240,20160527,    0
  240,20160528,    0
  240,20160529,    1
  240,20160530,  169
  240,20160531,    0
  240,20160601,   -1
  240,20160602,    5
  240,20160603,    1
  240,20160604,    0
  240,20160605,    0
  240,20160606,    0
  240,20160607,    0
  240,20160608,    0
  240,20160609,   -1
  240,20160610,   -1
  240,20160611,    8
  240,20160612,   75
  240,20160613,   32
  240,20160614,   75
  240,20160615,   36
  240,20160616,  116
  240,20160617,   56
  240,20160618,    7
  240,20160619,   -1
  240,20160620,  218
  240,20160621,   13
  240,20160622,   11
  240,20160623,  365
  240,20160624,   -1
  240,20160625,   -1
  240,20160626,    2
  240,20160627,   38
  240,20160628,   63
  240,20160629,   10
  240,20160630,  126
  240,20160701,   79
  240,20160702,   27
  240,20160703,   90
  240,20160704,    0
  240,20160705,    9
  240,20160706,    5
  240,20160707,    0
  240,20160708,   20
  240,20160709,   -1
  240,20160710,   -1
  240,20160711,    0
  240,20160712,    7
  240,20160713,   10
  240,20160714,    0
  240,20160715,    0
  240,20160716,    1
  240,20160717,    3
  240,20160718,    0
  240,20160719,    0
  240,20160720,    0
  240,20160721,    0
  240,20160722,    0
  240,20160723,    0
  240,20160724,    0
  240,20160725,   -1
  240,20160726,    0
  240,20160727,   72
  240,20160728,    2
  240,20160729,   14
  240,20160730,    1
  240,20160731,   20
  240,20160801,   -1
  240,20160802,   85
  240,20160803,   14
  240,20160804,   -1
  240,20160805,   19
  240,20160806,   83
  240,20160807,    0
  240,20160808,   -1
  240,20160809,  153
  240,20160810,   49
  240,20160811,  115
  240,20160812,   10
  240,20160813,    0
  240,20160814,    0
  240,20160815,    0
  240,20160816,    0
  240,20160817,    0
  240,20160818,    0
  240,20160819,  269
  240,20160820,   -1
  240,20160821,  448
  240,20160822,   62
  240,20160823,    0
  240,20160824,    0
  240,20160825,    0
  240,20160826,   -1
  240,20160827,    0
  240,20160828,   32
  240,20160829,   -1
  240,20160830,    0
  240,20160831,    0
  240,20160901,    0
  240,20160902,    1
  240,20160903,   39
  240,20160904,   35
  240,20160905,    8
  240,20160906,    0
  240,20160907,    0
  240,20160908,    0
  240,20160909,    0
  240,20160910,    0
  240,20160911,    2
  240,20160912,    0
  240,20160913,    0
  240,20160914,    0
  240,20160915,    1
  240,20160916,   14
  240,20160917,    0
  240,20160918,    0
  240,20160919,    0
  240,20160920,    0
  240,20160921,    0
  240,20160922,    0
  240,20160923,    0
  240,20160924,    0
  240,20160925,   -1
  240,20160926,    0
  240,20160927,   -1
  240,20160928,   -1
  240,20160929,   93
  240,20160930,   -1
  240,20161001,   41
  240,20161002,  187
  240,20161003,   43
  240,20161004,    0
  240,20161005,    0
  240,20161006,    0
  240,20161007,    0
  240,20161008,   -1
  240,20161009,    8
  240,20161010,    0
  240,20161011,   -1
  240,20161012,    0
  240,20161013,    0
  240,20161014,   53
  240,20161015,   84
  240,20161016,    0
  240,20161017,    7
  240,20161018,   82
  240,20161019,  184
  240,20161020,    8
  240,20161021,    4
  240,20161022,    0
  240,20161023,    0
  240,20161024,    0
  240,20161025,    0
  240,20161026,   -1
  240,20161027,    0
  240,20161028,    0
  240,20161029,    0
  240,20161030,    0
  240,20161031,    0
  240,20161101,    6
  240,20161102,   15
  240,20161103,   15
  240,20161104,   35
  240,20161105,   33
  240,20161106,  114
  240,20161107,    8
  240,20161108,   24
  240,20161109,   34
  240,20161110,  187
  240,20161111,   -1
  240,20161112,   16
  240,20161113,   17
  240,20161114,   37
  240,20161115,   32
  240,20161116,   46
  240,20161117,   79
  240,20161118,   10
  240,20161119,   31
  240,20161120,   59
  240,20161121,   50
  240,20161122,    0
  240,20161123,    2
  240,20161124,    0
  240,20161125,    0
  240,20161126,    0
  240,20161127,   -1
  240,20161128,    0
  240,20161129,    0
  240,20161130,    0
  240,20161201,    0
  240,20161202,   15
  240,20161203,    0
  240,20161204,    0
  240,20161205,    0
  240,20161206,    0
  240,20161207,    0
  240,20161208,   15
  240,20161209,    0
  240,20161210,   77
  240,20161211,   13
  240,20161212,   -1
  240,20161213,    7
  240,20161214,    0
  240,20161215,    0
  240,20161216,    0
  240,20161217,   -1
  240,20161218,    0
  240,20161219,    0
  240,20161220,    0
  240,20161221,   19
  240,20161222,    4
  240,20161223,    4
  240,20161224,    5
  240,20161225,    1
  240,20161226,    2
  240,20161227,   13
  240,20161228,    0
  240,20161229,    0
  240,20161230,    0
  240,20161231,    1
